pd,pb
1.537962188450100187e-01,1.356325651958773526e-01
6.475541738455872776e-02,3.321719742656314978e-02
1.641396105245674364e-01,1.521742265241244618e-01
1.383928174604943384e-01,1.225393710429631827e-01
6.927686270651077505e-02,4.208440142057777444e-02
2.518694842963229985e-01,2.895878232132529373e-01
1.512488100186980544e-01,1.464154056363656808e-01
1.980448343800801370e-01,2.025119879558556768e-01
1.993605841349377350e-01,2.041673596456200779e-01
5.073767257869091774e-01,9.495224565209642309e-01
5.136404297598818891e-01,9.707188159515877102e-01
4.706881519560879856e-01,8.196499072314216150e-01
4.145529265801856100e-01,6.456728622603280510e-01
4.046520033400231031e-01,6.168143565959965935e-01
3.759161819241623737e-01,5.581430201933742508e-01
3.001519920751294368e-01,3.738779898557917369e-01
3.029348683221621541e-01,3.863865378340829437e-01
2.032730549751976534e-01,2.093204633474381460e-01
1.234313802387065617e-01,1.050750768768693999e-01
1.890319735286105640e-01,1.994606415360459239e-01
2.964205660611115012e-01,3.748356959327586724e-01
3.225923070604007070e-01,4.197059672707294520e-01
3.535690127453892107e-01,4.973957979808155683e-01
2.937992175544454354e-01,3.559777290697617724e-01
1.271380856015303373e-01,1.070976783712286745e-01
6.822846143523580986e-02,3.276779466505880256e-02
6.439884079330898681e-02,3.187308766193570203e-02
1.005147190288602776e-01,7.960357140039200918e-02
1.804161735288496438e-01,1.827724595628493764e-01
1.465727518995005030e-01,1.272953088482750295e-01
1.301044178904794679e-01,1.135938164115520288e-01
1.267710570708928952e-01,1.133612373464322060e-01
2.534713498606475657e-01,2.916197224706686963e-01
7.013062322270129101e-02,4.393735323519937230e-02
1.617215851904042212e-01,1.464145682118135894e-01
2.168134921220816747e-01,2.311425385696598833e-01
2.387959235606080532e-01,2.651477583571866803e-01
2.603477637159678504e-01,3.021374960403869769e-01
2.825333952294076245e-01,3.393113218949027066e-01
2.745294523946748555e-01,3.321479887694617217e-01
2.567139963071439213e-01,2.921370182470839905e-01
2.655498532795416700e-01,3.103137566238720058e-01
1.813380310827349406e-01,1.733290977092395990e-01
1.579551751424857764e-01,1.494184179770917664e-01
1.725001882111867890e-01,1.682215937963220942e-01
2.163479932399945960e-01,2.300190258185140779e-01
2.154627442815423843e-01,2.261237742599555289e-01
2.243065197138666700e-01,2.451454474813100914e-01
2.942986405286522333e-01,3.642244513540290884e-01
3.236812945534092156e-01,4.181179824514594801e-01
2.833822456182156779e-01,3.485749664577932339e-01
2.461980798559889605e-01,2.768330966994556608e-01
1.387648147928664255e-01,1.229457197359391796e-01
1.514030028907516479e-01,1.359709831421410109e-01
1.860634599938072176e-01,1.876283550160970648e-01
1.466875413938191208e-01,1.320511324368647821e-01
1.440344715080440485e-01,1.269293004815988946e-01
4.144118536760207916e-02,1.119614082301858236e-02
1.250014628131266570e-01,1.007302766943724698e-01
1.358076009171058918e-01,1.140097945884709779e-01
2.152143988859691048e-01,2.401305822075737728e-01
1.617874982797162520e-01,1.463066092859258427e-01
1.053908067099101203e-01,8.571796663700459451e-02
1.389722920368332837e-01,1.177310789745617953e-01
1.053391385945901815e-01,8.300039618598864521e-02
1.008658905447725462e-01,7.635972390056250392e-02
1.306749119510163260e-01,1.038856146660000340e-01
1.338223247840493735e-01,1.210949169791919466e-01
3.669652318607836278e-02,4.745376975525211760e-03
1.334854109223065632e-01,1.256078503638088928e-01
1.240246536411765410e-01,1.025829401817790615e-01
1.151306929032871879e-01,9.895277955010273185e-02
