pd,pb
3.307201591317692202e-01,4.452754548591430495e-01
2.943826871036063220e-01,3.627399265424121055e-01
2.808300385773181418e-01,3.364623919427610632e-01
3.325740596774480751e-01,4.395128457065186622e-01
3.455453022421798859e-01,4.688904354064778457e-01
3.470531378840266412e-01,4.698078171754923593e-01
3.095605466884426837e-01,3.915683338961813975e-01
2.477287304418031022e-01,2.898085943181225033e-01
2.529941016502486595e-01,2.927590276653390111e-01
1.554268527311178649e-01,1.541651217455711209e-01
1.337212212061061056e-01,1.195614196049261113e-01
1.072674490772020650e-01,8.388989863718761264e-02
1.427283878471848344e-01,1.266762988727679062e-01
4.916687396989047332e-02,2.295523738832599275e-02
4.019443881334563984e-02,7.143538918656634762e-03
3.361337025165672676e-02,1.058119764133287621e-03
1.523864426074778844e-01,1.446467368985090707e-01
2.882242313707977788e-01,3.623634052109095394e-01
2.496277565900882622e-01,2.772954669610822598e-01
1.670877521582203318e-01,1.642846132841869200e-01
1.163490836640884291e-01,9.308242207815889402e-02
7.440755641471472059e-02,4.081028373739290643e-02
4.641900333034542497e-02,1.387172323521171022e-02
9.805291331768964391e-02,7.000119330858564637e-02
3.460529132758005666e-02,4.075478218035180622e-03
3.756544050413775093e-02,4.638111660072621878e-03
3.858707477437833822e-02,7.450629501479746897e-03
6.255089378319765581e-02,3.308670057247263541e-02
5.933156295228705912e-02,3.275129275752881874e-02
7.021387718735602745e-02,4.612006002675562988e-02
7.688577043225772178e-02,4.499835283085568127e-02
1.002678277378398208e-01,7.322627994761406189e-02
8.735970751041148563e-02,5.692775351090552383e-02
8.736922925422231645e-02,6.307983007604295311e-02
7.010091763492702632e-02,3.998140503608282881e-02
2.410116054181513090e-01,2.663953423409008980e-01
1.870699397767079386e-01,1.797995863885608336e-01
2.628801163123339335e-01,3.022029770621236233e-01
2.388818236613234613e-01,2.742211257385858136e-01
1.445182268443582219e-01,1.267753788116088298e-01
1.517865791644007478e-01,1.393451157614907787e-01
1.503557295766512758e-01,1.379113155955013770e-01
2.331544503243304090e-01,2.604941109389458109e-01
3.145364410988807369e-01,4.068399296192825587e-01
2.811521068926144395e-01,3.400726896357477713e-01
2.168515229191240179e-01,2.322093901371350133e-01
3.091146876582416270e-01,4.043741352059671001e-01
2.669724805802387024e-01,3.234660374395830762e-01
2.467536880145520806e-01,2.854306816713128581e-01
1.652886859587698321e-01,1.571248661735294705e-01
1.595741605969920041e-01,1.505176507699852451e-01
1.706183525884668317e-01,1.658504198012503983e-01
1.949049825349960519e-01,1.959289169233741079e-01
3.062253454713647627e-01,3.957390456657481903e-01
3.278435654120452902e-01,4.335740264381713893e-01
3.546859552865114229e-01,4.924256063327830391e-01
3.666579988832422976e-01,5.204900171101802808e-01
4.326026616546755355e-01,6.963875486689403704e-01
3.967441314487779591e-01,5.965213818713481775e-01
4.256591917865238384e-01,6.684608327179706322e-01
3.887532624323668529e-01,5.686658088888461027e-01
4.083131363250415147e-01,6.466976089949271200e-01
4.557191929933308017e-01,7.714641759403946253e-01
3.865505160137412966e-01,5.627605140334670519e-01
3.409206846888259146e-01,4.803334250027634367e-01
3.488071431305194148e-01,4.733927455701651410e-01
2.714476854228670133e-01,3.367830254109789867e-01
1.508860668653531634e-01,1.348448830175871249e-01
2.077529241589215481e-01,2.123713040151443132e-01
2.157370014524757351e-01,2.223036696827353498e-01
1.787055309030659567e-01,1.714467713136736404e-01
2.198777954879221341e-01,2.374816818477627212e-01
