pd,pb
4.747911426391504541e-01,9.986986769816619258e-01
4.745754750984900738e-01,9.995097261334945360e-01
4.748300929724404429e-01,9.990498406115261298e-01
4.748300929724404429e-01,9.990498406115261298e-01
4.748300929724404429e-01,9.990498406115261298e-01
4.748300929724404429e-01,9.990498406115261298e-01
4.749083259749893315e-01,9.988611537263373252e-01
4.749083259749893315e-01,9.988611537263373252e-01
4.749083259749893315e-01,9.988611537263373252e-01
4.749083259749893315e-01,9.988611537263373252e-01
4.749083259749893315e-01,9.988611537263373252e-01
4.747769347847101695e-01,9.985887669553961121e-01
4.747873719128687942e-01,9.991133409089172357e-01
4.747873719128687942e-01,9.991133409089172357e-01
4.750165315428767077e-01,9.996647326557190905e-01
4.750165315428767077e-01,9.996647326557190905e-01
4.750165315428767077e-01,9.996647326557190905e-01
4.750165315428767077e-01,9.996647326557190905e-01
4.750165315428767077e-01,9.996647326557190905e-01
4.749989270955182197e-01,9.996941115694695235e-01
4.749989270955182197e-01,9.996941115694695235e-01
4.749989270955182197e-01,9.996941115694695235e-01
4.749989270955182197e-01,9.996941115694695235e-01
4.749989270955182197e-01,9.996941115694695235e-01
4.749989270955182197e-01,9.996941115694695235e-01
4.749989270955182197e-01,9.996941115694695235e-01
4.749989270955182197e-01,9.996941115694695235e-01
4.749989270955182197e-01,9.996941115694695235e-01
4.749989270955182197e-01,9.996941115694695235e-01
4.752845356983870784e-01,9.999281509973599880e-01
4.752845356983870784e-01,9.999281509973599880e-01
4.752845356983870784e-01,9.999281509973599880e-01
4.752845356983870784e-01,9.999281509973599880e-01
4.752845356983870784e-01,9.999281509973599880e-01
4.752845356983870784e-01,9.999281509973599880e-01
4.752845356983870784e-01,9.999281509973599880e-01
4.752845356983870784e-01,9.999281509973599880e-01
4.752845356983870784e-01,9.999281509973599880e-01
4.752845356983870784e-01,9.999281509973599880e-01
